id;Klient;Kwota;Pracownik;Czas
3296;126;2,14;1;2017-12-06 17:41
3297;221;1,22;3;2017-12-06 18:34
3298;452;2,8;2;2017-12-06 19:07
3299;502;0,13;1;2017-12-06 19:44
3300;566;2,22;2;2017-12-06 20:01
3301;63;0,14;1;2017-12-06 20:58
3302;687;3,25;1;2017-12-06 21:24
3303;443;1,99;1;2017-12-06 21:26
3304;683;0,96;1;2017-12-06 22:03
3305;298;0,01;3;2017-12-06 22:24
3306;625;0,76;2;2017-12-06 23:19
3307;217;2,48;1;2017-12-07 00:45
3308;457;0,98;3;2017-12-07 01:14
3309;85;3,26;3;2017-12-07 02:14
3310;628;3,26;3;2017-12-07 03:47
3311;618;3,03;1;2017-12-07 04:35
3312;675;2,93;2;2017-12-07 05:00
3313;548;2,55;2;2017-12-07 05:41
3314;636;0,08;3;2017-12-07 05:46
3315;439;2,52;1;2017-12-07 06:37
3316;440;2,83;2;2017-12-07 07:23
3317;401;2,1;2;2017-12-07 08:05
3318;504;1,62;1;2017-12-07 09:15
3319;617;1,7;1;2017-12-07 09:34
3320;191;1,24;2;2017-12-07 10:06
3321;541;2,19;2;2017-12-07 11:31
3322;424;1,66;3;2017-12-07 12:33
3323;551;2,55;2;2017-12-07 12:38
3324;503;2,4;2;2017-12-07 13:42
3325;521;0,03;3;2017-12-07 14:07
3326;61;3,13;1;2017-12-07 14:47
3327;199;2,57;2;2017-12-07 15:14
3328;376;2,51;3;2017-12-07 15:15
3329;299;0,82;1;2017-12-07 15:17
3330;2;1,58;3;2017-12-07 16:38
3331;447;2,5;1;2017-12-07 18:06
3332;401;3,23;3;2017-12-07 18:23
3333;486;0,36;3;2017-12-07 19:46
3334;131;2,32;3;2017-12-07 20:20
3335;269;1,93;3;2017-12-07 20:57
3336;687;2,71;1;2017-12-07 22:31
3337;454;2,97;3;2017-12-08 00:04
3338;115;1,02;3;2017-12-08 01:13
3339;375;1,74;3;2017-12-08 02:06
3340;12;0,79;3;2017-12-08 02:15
3341;381;2,95;2;2017-12-08 03:36
3342;629;0,78;1;2017-12-08 04:05
3343;260;1,1;1;2017-12-08 04:31
3344;649;1,88;2;2017-12-08 05:16
3345;441;0,42;3;2017-12-08 06:22
3346;681;0,67;3;2017-12-08 07:08
3347;483;3,11;2;2017-12-08 07:20
3348;625;1;3;2017-12-08 07:46
3349;390;2,25;1;2017-12-08 08:13
3350;512;1,79;2;2017-12-08 08:16
3351;522;2,8;2;2017-12-08 08:55
3352;141;1,85;2;2017-12-08 09:29
3353;178;0,69;3;2017-12-08 10:01
3354;666;0,59;1;2017-12-08 10:36
3355;199;2,86;1;2017-12-08 11:55
3356;447;0,04;2;2017-12-08 13:06
3357;361;2,46;2;2017-12-08 13:12
3358;355;1,37;1;2017-12-08 13:14
3359;141;3,18;3;2017-12-08 13:48
3360;342;0,94;2;2017-12-08 14:36
3361;2;2,78;1;2017-12-08 15:57
3362;445;1,33;1;2017-12-08 16:10
3363;183;2,37;1;2017-12-08 16:41
3364;119;1,97;2;2017-12-08 17:10
3365;59;1,76;2;2017-12-08 17:32
3366;349;0,83;1;2017-12-08 19:02
3367;456;1,29;1;2017-12-08 19:09
3368;122;2,99;1;2017-12-08 19:32
3369;567;0,68;1;2017-12-08 20:03
3370;495;1,16;2;2017-12-08 21:21
3371;371;1,82;2;2017-12-08 22:40
3372;267;0,14;1;2017-12-08 23:01
3373;622;0,5;1;2017-12-09 00:06
3374;503;0,19;1;2017-12-09 01:14
3375;73;1,91;1;2017-12-09 01:22
3376;288;1,19;2;2017-12-09 02:37
3377;64;3,18;2;2017-12-09 03:40
3378;455;1,38;1;2017-12-09 05:13
3379;533;2,7;3;2017-12-09 06:16
3380;557;3,24;3;2017-12-09 07:09
3381;390;3,16;2;2017-12-09 07:12
3382;598;0,13;1;2017-12-09 08:36
3383;600;2,19;2;2017-12-09 09:46
3384;657;2,69;3;2017-12-09 10:16
3385;572;0,25;2;2017-12-09 11:15
3386;599;2,87;3;2017-12-09 12:45
3387;639;1,5;1;2017-12-09 13:02
3388;167;0,01;3;2017-12-09 14:31
3389;371;0,32;3;2017-12-09 15:50
3390;625;1,02;1;2017-12-09 16:31
3391;186;2,77;3;2017-12-09 17:58
3392;178;0,47;1;2017-12-09 19:08
3393;36;0,31;3;2017-12-09 20:03
3394;622;2,61;1;2017-12-09 21:24
3395;655;2,36;1;2017-12-09 22:10
3396;99;0,4;2;2017-12-09 22:21
3397;349;2,98;3;2017-12-09 22:41
3398;509;0,2;3;2017-12-09 23:49
3399;351;2,62;2;2017-12-10 00:54
3400;69;1,67;1;2017-12-10 02:01
3401;601;2,27;1;2017-12-10 02:31
3402;626;0,56;3;2017-12-10 02:50
3403;433;1,61;3;2017-12-10 03:03
3404;81;1,43;2;2017-12-10 03:37
3405;391;3,1;3;2017-12-10 04:23
3406;374;2,85;1;2017-12-10 04:52
3407;396;0,99;1;2017-12-10 05:51
3408;346;1,82;1;2017-12-10 06:46
3409;616;2,88;1;2017-12-10 08:07
3410;575;1,81;1;2017-12-10 08:31
3411;236;1,88;3;2017-12-10 08:31
3412;240;0,87;3;2017-12-10 10:03
3413;249;3,21;1;2017-12-10 11:33
3414;73;1,61;2;2017-12-10 12:47
3415;456;2,52;1;2017-12-10 14:04
3416;237;3,33;2;2017-12-10 15:38
3417;392;3,14;1;2017-12-10 16:37
3418;310;2,84;2;2017-12-10 17:51
3419;628;2,13;2;2017-12-10 19:04
3420;540;1,99;3;2017-12-10 19:37
3421;569;2,11;3;2017-12-10 20:47
3422;552;0,02;1;2017-12-10 21:17
3423;86;2,16;3;2017-12-10 21:59
3424;499;2,78;3;2017-12-10 22:00
3425;162;1,6;1;2017-12-10 23:10
3426;577;2,45;1;2017-12-11 00:30
3427;222;0,3;1;2017-12-11 00:53
3428;298;2,92;3;2017-12-11 01:29
3429;618;0,23;3;2017-12-11 01:41
3430;690;0,66;2;2017-12-11 03:09
3431;540;1,35;3;2017-12-11 03:55
3432;495;0,57;1;2017-12-11 05:06
3433;474;1,39;1;2017-12-11 05:32
3434;378;2,06;1;2017-12-11 06:04
3435;153;0,72;2;2017-12-11 07:24
3436;131;2,36;3;2017-12-11 08:24
3437;278;1,76;1;2017-12-11 09:34
3438;681;2,61;3;2017-12-11 10:26
3439;81;2,21;3;2017-12-11 11:25
3440;109;1,81;1;2017-12-11 12:56
3441;91;3,18;2;2017-12-11 13:59
3442;449;0,8;1;2017-12-11 14:57
3443;623;0,65;3;2017-12-11 16:22
3444;673;1,53;1;2017-12-11 17:47
3445;270;0,62;3;2017-12-11 18:18
3446;556;1,51;3;2017-12-11 18:19
3447;406;3,15;2;2017-12-11 19:28
3448;486;1,95;1;2017-12-11 19:44
3449;569;1,48;2;2017-12-11 21:11
3450;186;1,52;3;2017-12-11 22:43
3451;366;0,62;2;2017-12-11 23:09
3452;636;2,44;2;2017-12-12 00:12
3453;70;2,67;1;2017-12-12 00:42
3454;604;3;1;2017-12-12 01:40
3455;174;1,82;3;2017-12-12 03:01
3456;333;2,99;2;2017-12-12 03:11
3457;592;0,31;2;2017-12-12 04:15
3458;320;1,97;1;2017-12-12 05:35
3459;119;0,96;1;2017-12-12 06:16
3460;177;3,08;1;2017-12-12 06:18
3461;656;2,28;1;2017-12-12 07:12
3462;69;1,79;1;2017-12-12 08:11
3463;520;1,86;1;2017-12-12 08:41
3464;494;2,49;3;2017-12-12 10:06
3465;196;2,02;1;2017-12-12 11:03
3466;41;1;1;2017-12-12 12:31
3467;668;2,43;2;2017-12-12 13:42
3468;630;1,35;1;2017-12-12 13:57
3469;395;0,23;1;2017-12-12 14:19
3470;433;3,02;3;2017-12-12 14:22
3471;77;2,46;2;2017-12-12 15:02
3472;657;2,27;3;2017-12-12 15:30
3473;68;1,85;1;2017-12-12 15:39
3474;148;0,41;3;2017-12-12 16:17
3475;544;0,89;1;2017-12-12 16:33
3476;324;3,11;1;2017-12-12 16:48
3477;216;0,94;1;2017-12-12 16:50
3478;493;0,37;3;2017-12-12 17:52
3479;689;2,6;3;2017-12-12 18:57
3480;523;0,39;2;2017-12-12 19:49
3481;93;1,57;1;2017-12-12 21:01
3482;119;1,92;1;2017-12-12 22:28
3483;30;0,87;1;2017-12-12 23:43
3484;153;3,13;1;2017-12-13 00:53
3485;433;1,97;1;2017-12-13 02:21
3486;164;0,21;3;2017-12-13 02:48
3487;590;0,2;2;2017-12-13 03:13
3488;374;1,93;1;2017-12-13 04:39
3489;472;1,86;2;2017-12-13 05:08
3490;672;3,26;2;2017-12-13 05:32
3491;246;1,7;3;2017-12-13 06:18
3492;681;1,71;2;2017-12-13 07:13
3493;397;0,1;2;2017-12-13 07:26
3494;637;3,36;1;2017-12-13 08:27
3495;376;1,29;2;2017-12-13 08:45
3496;456;1,2;3;2017-12-13 09:45
3497;136;1,9;3;2017-12-13 10:34
3498;165;1,14;2;2017-12-13 11:26
3499;81;2,4;1;2017-12-13 11:45
3500;505;3,35;3;2017-12-13 12:46
3501;160;2,77;2;2017-12-13 14:05
3502;313;1,7;3;2017-12-13 15:03
3503;242;2,59;1;2017-12-13 15:06
3504;468;2,74;2;2017-12-13 16:03
3505;266;0,42;1;2017-12-13 16:38
3506;523;1,47;2;2017-12-13 17:59
3507;275;3,01;3;2017-12-13 19:00
3508;41;0,09;3;2017-12-13 19:24
3509;346;1,35;3;2017-12-13 19:47
3510;112;3;3;2017-12-13 21:13
3511;90;0,11;2;2017-12-13 21:44
3512;496;0,36;1;2017-12-13 23:05
3513;652;1,25;1;2017-12-13 23:50
3514;107;1,54;1;2017-12-14 00:56
3515;254;2,81;1;2017-12-14 01:50
3516;483;2,57;1;2017-12-14 02:35
3517;509;1,85;3;2017-12-14 03:19
3518;368;1,93;3;2017-12-14 04:08
3519;351;1,62;2;2017-12-14 04:25
3520;318;1,33;1;2017-12-14 04:37
3521;560;0,18;1;2017-12-14 05:51
3522;150;1,93;3;2017-12-14 05:53
3523;493;2,13;2;2017-12-14 05:58
3524;633;1,11;2;2017-12-14 06:23
3525;377;3,17;2;2017-12-14 06:36
3526;208;2,85;2;2017-12-14 07:32
3527;195;1,88;2;2017-12-14 07:58
3528;224;0,77;2;2017-12-14 08:14
3529;143;3,16;3;2017-12-14 09:35
3530;108;1,37;3;2017-12-14 10:27
3531;32;1,91;1;2017-12-14 11:43
3532;343;2,94;2;2017-12-14 11:48
3533;75;2,78;2;2017-12-14 12:10
3534;413;0,91;2;2017-12-14 13:32
3535;351;0,49;3;2017-12-14 14:46
3536;626;1,83;3;2017-12-14 14:48
3537;619;0,57;3;2017-12-14 14:49
3538;41;2,87;1;2017-12-14 15:18
3539;103;0,41;1;2017-12-14 16:18
3540;321;2,46;2;2017-12-14 16:18
3541;176;1,02;3;2017-12-14 17:21
3542;162;1,86;1;2017-12-14 18:42
3543;123;3,39;1;2017-12-14 19:10
3544;593;3,17;1;2017-12-14 19:19
3545;293;2,68;1;2017-12-14 20:25
3546;101;2,69;2;2017-12-14 20:26
3547;478;2,21;1;2017-12-14 21:34
3548;293;2,52;3;2017-12-14 22:40
3549;87;2,82;2;2017-12-14 23:22
3550;573;0,69;3;2017-12-15 00:07
3551;420;1,15;3;2017-12-15 01:39
3552;354;0,34;2;2017-12-15 02:20
3553;270;2,7;3;2017-12-15 03:01
3554;616;3,24;1;2017-12-15 03:46
3555;552;1,61;2;2017-12-15 03:50
3556;95;2,77;1;2017-12-15 04:46
3557;598;1,41;2;2017-12-15 05:58
3558;550;2,77;1;2017-12-15 07:17
3559;265;0,69;3;2017-12-15 08:50
3560;133;3,33;1;2017-12-15 09:57
3561;370;0,78;2;2017-12-15 10:14
3562;48;0,99;1;2017-12-15 10:20
3563;186;3,08;3;2017-12-15 10:38
3564;607;1,76;2;2017-12-15 10:58
3565;330;1,43;1;2017-12-15 12:09
3566;509;1,47;2;2017-12-15 12:44
3567;475;1,46;2;2017-12-15 13:17
3568;224;1,5;3;2017-12-15 14:01
3569;469;2,64;3;2017-12-15 14:02
3570;256;0,7;1;2017-12-15 14:24
3571;105;0,33;2;2017-12-15 14:28
3572;633;2,67;3;2017-12-15 15:08
3573;135;2,04;3;2017-12-15 15:32
3574;395;2,04;2;2017-12-15 15:59
3575;58;3,36;2;2017-12-15 16:29
3576;405;3;3;2017-12-15 17:29
3577;624;2,07;3;2017-12-15 17:54
3578;218;0,75;3;2017-12-15 18:30
3579;416;1,97;3;2017-12-15 19:22
3580;415;3,11;1;2017-12-15 20:27
3581;162;2,88;2;2017-12-15 20:39
3582;76;1,53;2;2017-12-15 21:43
3583;76;0,84;3;2017-12-15 23:15
3584;472;3,14;3;2017-12-15 23:31
3585;543;1,02;1;2017-12-16 00:01
3586;365;2,05;1;2017-12-16 00:37
3587;420;1,04;2;2017-12-16 01:05
3588;190;0,58;1;2017-12-16 01:58
3589;301;2,54;2;2017-12-16 03:05
3590;382;0,28;3;2017-12-16 04:32
3591;164;0,42;3;2017-12-16 05:59
3592;265;2,38;2;2017-12-16 06:25
3593;416;2,67;3;2017-12-16 07:05
3594;133;2,7;3;2017-12-16 08:12
3595;200;1,79;1;2017-12-16 08:50
3596;363;1,73;1;2017-12-16 09:30
3597;586;0,38;3;2017-12-16 09:40
3598;70;2;1;2017-12-16 11:02
3599;662;2,33;2;2017-12-16 11:46
3600;196;2,1;3;2017-12-16 11:53
3601;371;2,03;1;2017-12-16 11:55
3602;492;2,93;1;2017-12-16 12:18
3603;510;0,23;1;2017-12-16 12:33
3604;88;2,22;3;2017-12-16 13:33
3605;119;1,94;2;2017-12-16 14:58
3606;180;0,51;1;2017-12-16 16:07
3607;417;1;2;2017-12-16 16:47
3608;286;2,02;2;2017-12-16 17:43
3609;502;2,67;3;2017-12-16 18:19
3610;670;2,21;3;2017-12-16 19:25
3611;157;0,4;1;2017-12-16 19:55
3612;484;0,82;1;2017-12-16 20:07
3613;174;1,12;3;2017-12-16 21:00
3614;617;2,34;1;2017-12-16 22:14
3615;471;3,4;2;2017-12-16 22:50
3616;446;2,67;2;2017-12-16 23:43
3617;422;2;3;2017-12-16 23:44
3618;159;2,62;2;2017-12-17 00:21
3619;159;2,08;1;2017-12-17 01:50
3620;688;1,97;3;2017-12-17 02:53
3621;419;3,41;3;2017-12-17 03:17
3622;594;0,78;1;2017-12-17 03:25
3623;130;1,66;1;2017-12-17 04:02
3624;51;2,82;1;2017-12-17 04:55
3625;9;0,27;3;2017-12-17 05:17
3626;117;2,53;2;2017-12-17 05:54
3627;506;2,06;1;2017-12-17 06:23
3628;513;2,15;2;2017-12-17 06:30
3629;575;2,58;2;2017-12-17 06:55
3630;520;3,13;3;2017-12-17 07:10
3631;433;0,43;2;2017-12-17 08:21
3632;9;2,14;3;2017-12-17 09:18
3633;90;2;1;2017-12-17 10:45
3634;71;2,63;1;2017-12-17 11:21
3635;519;1,54;1;2017-12-17 11:48
3636;233;2,43;1;2017-12-17 12:20
3637;264;2,95;2;2017-12-17 13:42
3638;513;0,37;2;2017-12-17 14:23
3639;621;0,03;3;2017-12-17 15:44
3640;558;0,36;2;2017-12-17 16:39
3641;205;1,31;1;2017-12-17 18:07
3642;498;2,84;3;2017-12-17 19:32
3643;418;2,05;3;2017-12-17 20:23
3644;146;1,01;1;2017-12-17 20:53
3645;351;1,34;2;2017-12-17 21:18
3646;478;0,49;2;2017-12-17 21:56
3647;504;1,01;3;2017-12-17 23:24
3648;618;2,26;3;2017-12-18 00:16
3649;514;1,2;1;2017-12-18 00:59
3650;452;1,56;1;2017-12-18 01:58
3651;455;0,61;2;2017-12-18 03:05
3652;106;2,94;2;2017-12-18 03:35
3653;453;0,93;3;2017-12-18 05:07
3654;614;0,58;3;2017-12-18 05:52
3655;226;2,83;2;2017-12-18 06:44
3656;26;1,21;1;2017-12-18 06:52
3657;514;0,42;1;2017-12-18 07:13
3658;211;0,1;1;2017-12-18 07:52
3659;319;3,13;1;2017-12-18 08:48
3660;487;0,59;2;2017-12-18 09:34
3661;152;1,64;2;2017-12-18 10:03
3662;367;0,12;3;2017-12-18 10:33
3663;566;3,31;1;2017-12-18 11:44
3664;66;2,16;1;2017-12-18 12:29
3665;210;2,38;2;2017-12-18 13:00
3666;52;2,67;1;2017-12-18 13:29
3667;537;1,92;1;2017-12-18 14:04
3668;577;2,36;3;2017-12-18 14:49
3669;408;0,14;1;2017-12-18 15:30
3670;214;2,94;1;2017-12-18 16:40
3671;70;3,29;3;2017-12-18 18:01
3672;216;0,89;1;2017-12-18 18:46
3673;135;2,83;3;2017-12-18 19:30
3674;669;0,75;2;2017-12-18 20:20
3675;172;0,78;2;2017-12-18 20:45
3676;285;0,73;1;2017-12-18 21:22
3677;335;1,21;2;2017-12-18 21:38
3678;177;0,52;2;2017-12-18 22:14
3679;205;3,01;2;2017-12-18 23:42
3680;679;1,38;3;2017-12-18 23:53
3681;10;0,02;3;2017-12-19 01:08
3682;301;2,28;1;2017-12-19 02:00
3683;241;0,14;3;2017-12-19 02:11
3684;336;0,22;3;2017-12-19 03:23
3685;448;1,01;1;2017-12-19 04:13
3686;468;3,34;1;2017-12-19 05:32
3687;94;2,97;3;2017-12-19 06:36
3688;433;0,47;1;2017-12-19 07:38
3689;581;0,59;2;2017-12-19 08:07
3690;577;1,52;1;2017-12-19 08:29
3691;680;3,4;1;2017-12-19 09:17
3692;40;2,91;3;2017-12-19 10:11
3693;692;3,39;3;2017-12-19 10:58
3694;479;0,63;1;2017-12-19 12:08
3695;317;1,53;1;2017-12-19 12:20
3696;211;2,45;1;2017-12-19 13:52
3697;507;2,28;1;2017-12-19 13:59
3698;257;3,16;1;2017-12-19 14:07
3699;308;3,13;2;2017-12-19 14:27
3700;343;1,8;3;2017-12-19 15:36
3701;508;0,44;2;2017-12-19 15:56
3702;588;2,1;2;2017-12-19 17:21
3703;68;2,66;2;2017-12-19 17:38
3704;565;0,56;1;2017-12-19 18:47
3705;70;2,31;3;2017-12-19 18:52
3706;532;2,06;2;2017-12-19 19:10
3707;614;0,07;2;2017-12-19 20:29
3708;274;1,59;2;2017-12-19 21:03
3709;370;2,17;1;2017-12-19 21:28
3710;307;2,34;1;2017-12-19 22:28
3711;401;3,2;1;2017-12-19 23:28
3712;314;0,43;3;2017-12-19 23:54
3713;175;0,78;2;2017-12-20 00:37
3714;72;1,78;1;2017-12-20 01:41
3715;338;0,99;1;2017-12-20 02:42
3716;663;3,27;3;2017-12-20 03:08
3717;503;0,94;1;2017-12-20 04:04
3718;331;3;2;2017-12-20 05:33
3719;53;2,34;2;2017-12-20 06:21
3720;439;0,75;3;2017-12-20 06:37
3721;645;1,87;2;2017-12-20 06:37
3722;672;1,59;2;2017-12-20 07:06
3723;64;0,15;3;2017-12-20 08:02
3724;561;1,81;3;2017-12-20 08:47
3725;463;1,98;2;2017-12-20 09:26
3726;125;2,6;2;2017-12-20 09:46
3727;494;1,13;1;2017-12-20 10:35
3728;431;2,27;2;2017-12-20 11:16
3729;32;1,73;3;2017-12-20 11:45
3730;157;2,16;1;2017-12-20 12:12
3731;585;0,03;2;2017-12-20 13:34
3732;619;0,11;3;2017-12-20 13:51
3733;191;3,25;3;2017-12-20 14:55
3734;67;1,73;1;2017-12-20 16:13
3735;173;0,56;2;2017-12-20 16:49
3736;446;1;2;2017-12-20 17:51
3737;255;1,2;1;2017-12-20 18:39
3738;304;2,5;1;2017-12-20 19:26
3739;588;0,67;3;2017-12-20 19:29
3740;30;0,84;1;2017-12-20 19:35
3741;507;1,21;1;2017-12-20 19:56
3742;596;0,48;1;2017-12-20 20:26
3743;552;1,73;2;2017-12-20 20:31
3744;214;2;2;2017-12-20 21:00
3745;151;2,67;1;2017-12-20 21:43
3746;663;1,79;3;2017-12-20 22:25
3747;182;2,24;3;2017-12-20 23:10
3748;583;2,89;1;2017-12-21 00:06
3749;569;0,75;1;2017-12-21 01:00
3750;487;1,34;3;2017-12-21 01:38
3751;572;2,96;2;2017-12-21 01:56
3752;366;1,5;1;2017-12-21 02:19
3753;626;1,48;1;2017-12-21 03:32
3754;170;1,98;1;2017-12-21 04:59
3755;361;2,09;3;2017-12-21 05:59
3756;673;2,95;1;2017-12-21 07:32
3757;523;0,92;1;2017-12-21 08:27
3758;582;3,04;3;2017-12-21 09:19
3759;417;1,91;3;2017-12-21 09:49
3760;504;0,82;3;2017-12-21 10:41
3761;297;2,43;3;2017-12-21 11:20
3762;235;1,29;3;2017-12-21 12:43
3763;580;3,13;2;2017-12-21 13:07
3764;515;1,76;1;2017-12-21 13:35
3765;73;3,14;1;2017-12-21 14:10
3766;5;1,14;3;2017-12-21 15:17
3767;334;2,92;1;2017-12-21 16:37
3768;480;1,28;2;2017-12-21 17:56
3769;680;0,48;2;2017-12-21 18:23
3770;312;1,22;3;2017-12-21 18:25
3771;302;2,84;1;2017-12-21 19:34
3772;652;2,82;3;2017-12-21 19:36
3773;494;2,33;2;2017-12-21 21:00
3774;342;1,92;2;2017-12-21 21:14
3775;503;0,14;3;2017-12-21 22:07
3776;398;0,18;2;2017-12-21 23:28
3777;482;2,7;3;2017-12-21 23:58
3778;27;0,32;1;2017-12-22 00:38
3779;534;3,41;2;2017-12-22 01:07
3780;139;3,11;1;2017-12-22 01:51
3781;62;2,04;3;2017-12-22 02:59
3782;206;2,43;2;2017-12-22 04:26
3783;595;1,77;2;2017-12-22 04:27
3784;412;2,48;3;2017-12-22 04:32
3785;388;2,87;3;2017-12-22 04:47
3786;268;0,72;3;2017-12-22 05:24
3787;658;2,27;2;2017-12-22 06:07
3788;693;1,63;1;2017-12-22 07:05
3789;97;2,04;3;2017-12-22 07:14
3790;493;2,43;3;2017-12-22 07:30
3791;396;2,17;3;2017-12-22 07:51
3792;86;2,91;3;2017-12-22 08:14
3793;681;1,19;1;2017-12-22 09:43
3794;357;2,61;1;2017-12-22 10:34
3795;625;0,37;1;2017-12-22 10:39
3796;238;0,19;2;2017-12-22 11:19
3797;569;2,31;2;2017-12-22 11:39
3798;390;1,88;2;2017-12-22 12:47
3799;252;0,59;1;2017-12-22 14:15
3800;382;0,31;2;2017-12-22 15:14
3801;77;1,08;1;2017-12-22 16:48
3802;285;2,49;2;2017-12-22 17:05
3803;319;2,85;1;2017-12-22 18:14
3804;373;1,25;1;2017-12-22 19:29
3805;519;0,46;2;2017-12-22 19:49
3806;44;0,59;1;2017-12-22 20:51
3807;345;2,28;3;2017-12-22 21:19
3808;625;1,99;1;2017-12-22 22:43
3809;295;1,69;3;2017-12-22 23:43
3810;205;2,25;1;2017-12-22 23:44
3811;377;2,17;1;2017-12-22 23:56
3812;629;1,9;3;2017-12-23 00:41
3813;418;0,36;2;2017-12-23 01:17
3814;6;0,96;1;2017-12-23 02:01
3815;390;2,7;2;2017-12-23 02:57
3816;353;2,54;1;2017-12-23 04:05
3817;586;0,52;1;2017-12-23 05:13
3818;81;0,68;1;2017-12-23 06:36
3819;487;0,25;3;2017-12-23 07:33
3820;19;3,09;3;2017-12-23 09:04
3821;608;3,05;1;2017-12-23 09:59
3822;127;1,6;2;2017-12-23 10:47
3823;197;0,11;1;2017-12-23 12:18
3824;515;1,16;3;2017-12-23 12:24
3825;544;2,38;3;2017-12-23 13:36
3826;59;1,29;2;2017-12-23 15:01
3827;412;1,17;2;2017-12-23 15:39
3828;60;0,16;1;2017-12-23 16:11
3829;225;2,73;1;2017-12-23 16:25
3830;574;2,55;2;2017-12-23 16:59
3831;595;2,24;3;2017-12-23 17:57
3832;54;1,71;3;2017-12-23 18:58
3833;94;0,67;2;2017-12-23 19:29
3834;272;1,51;2;2017-12-23 20:37
3835;422;0,67;1;2017-12-23 21:47
3836;535;2,39;1;2017-12-23 22:08
3837;658;0,1;3;2017-12-23 22:48
3838;317;2,05;2;2017-12-23 23:35
3839;65;1,81;3;2017-12-24 00:59
3840;18;3,07;2;2017-12-24 01:27
3841;81;1,5;2;2017-12-24 01:50
3842;283;0,03;2;2017-12-24 02:10
3843;324;3,16;1;2017-12-24 02:16
3844;192;1,12;2;2017-12-24 03:37
3845;453;0,11;3;2017-12-24 04:47
3846;3;2,54;2;2017-12-24 05:11
3847;24;3,3;1;2017-12-24 05:15
3848;288;1,26;1;2017-12-24 05:49
3849;190;1,43;1;2017-12-24 07:12
3850;209;2,68;1;2017-12-24 08:38
3851;177;0,51;3;2017-12-24 09:02
3852;198;2,01;3;2017-12-24 09:03
3853;236;0,21;2;2017-12-24 10:24
3854;126;0,66;1;2017-12-24 10:27
3855;347;0,38;2;2017-12-24 10:53
3856;296;1,07;2;2017-12-24 11:08
3857;412;1,55;3;2017-12-24 11:48
3858;205;0,57;3;2017-12-24 13:14
3859;318;2,3;2;2017-12-24 13:47
3860;363;3,32;1;2017-12-24 15:03
3861;117;0,98;3;2017-12-24 15:21
3862;244;0,81;2;2017-12-24 15:29
3863;500;1,44;1;2017-12-24 16:49
3864;178;2,72;3;2017-12-24 17:33
3865;545;1,62;3;2017-12-24 17:49
3866;122;2,03;2;2017-12-24 18:04
3867;390;1,96;2;2017-12-24 18:27
3868;417;0,36;3;2017-12-24 19:17
3869;320;2,85;2;2017-12-24 19:19
3870;231;1,11;3;2017-12-24 20:09
3871;401;1,37;1;2017-12-24 20:29
3872;212;2,87;2;2017-12-24 22:00
3873;367;2,01;2;2017-12-24 22:25
3874;123;2,35;3;2017-12-24 23:00
3875;90;2,41;3;2017-12-25 00:13
3876;376;1,95;2;2017-12-25 00:26
3877;270;3,28;1;2017-12-25 01:33
3878;689;3,12;1;2017-12-25 02:35
3879;346;0,35;2;2017-12-25 03:08
3880;165;1,46;1;2017-12-25 03:44
3881;463;2,78;1;2017-12-25 04:50
3882;76;0,38;1;2017-12-25 06:12
3883;470;3,29;2;2017-12-25 06:48
3884;511;2,35;3;2017-12-25 07:10
3885;588;2,2;3;2017-12-25 07:20
3886;78;2,35;1;2017-12-25 08:43
3887;41;1,2;1;2017-12-25 09:26
3888;489;1,82;1;2017-12-25 09:40
3889;663;1,63;3;2017-12-25 10:25
3890;498;3,23;3;2017-12-25 10:57
3891;359;0,5;1;2017-12-25 11:31
3892;578;1,17;2;2017-12-25 12:21
3893;166;3,27;1;2017-12-25 13:53
3894;615;0,25;3;2017-12-25 14:23
3895;340;0,5;3;2017-12-25 15:16
3896;668;2,12;2;2017-12-25 16:09
3897;567;3,12;1;2017-12-25 16:36
3898;507;2,4;1;2017-12-25 17:02
3899;637;2,77;1;2017-12-25 17:57
3900;459;2,82;3;2017-12-25 18:28
3901;233;2,53;1;2017-12-25 19:06
3902;487;1,58;2;2017-12-25 20:21
3903;694;2,82;3;2017-12-25 21:39
3904;157;1,82;1;2017-12-25 22:48
3905;683;2,88;2;2017-12-26 00:17
3906;553;2,37;1;2017-12-26 01:01
3907;323;2;3;2017-12-26 01:47
3908;35;0,09;2;2017-12-26 03:05
3909;152;0,63;2;2017-12-26 03:52
3910;48;1,58;1;2017-12-26 04:01
3911;687;0,32;3;2017-12-26 04:28
3912;276;0,93;2;2017-12-26 05:16
3913;20;1,74;3;2017-12-26 05:42
3914;391;0,13;1;2017-12-26 05:45
3915;125;1,07;3;2017-12-26 05:48
3916;136;0,76;3;2017-12-26 07:21
3917;616;2,81;1;2017-12-26 08:51
3918;334;1,57;2;2017-12-26 09:33
3919;240;0,42;3;2017-12-26 10:13
3920;252;2,19;1;2017-12-26 11:27
3921;417;1,79;3;2017-12-26 11:51
3922;548;0,03;2;2017-12-26 11:52
3923;28;1,76;1;2017-12-26 12:50
3924;644;1,53;3;2017-12-26 14:22
3925;652;2,27;3;2017-12-26 15:07
3926;684;0,49;2;2017-12-26 15:45
3927;5;0,52;3;2017-12-26 15:52
3928;404;2,43;2;2017-12-26 16:14
3929;137;1,8;3;2017-12-26 16:14
3930;315;1,47;2;2017-12-26 17:30
3931;222;0,41;1;2017-12-26 18:53
